,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
filename,overall adjusted,overall,1572854081598,1572854085128,1572854189542,1572854205184,1572854207527,1572854222108,1572854223515,1572854231324,1572854249581,1572854262820,1572854290961,1572854295590,1572854312429,1572854334800,1572854354769,1572854370450,1572854401720,1572854457149,1572854464351,1572854511291,1572854529555,1572854539011,1572854571040,1572854626996,1572854644747,1572854660953,1572854689797,1572854690543,1572854720521,1572854736327,1572854830523,1572854871186,1572854873709,1572854914794,1572854941497,1572854960488,1572854968324,1572854999474,1572855065688,1572855105501,1572855108390,1572855113018,1572855161828,1572855196493,1572855236178,1572855276881,1572855386368,1572855425045,1572855484774,1572855495228,1572855601089,1572855700071,1572855736077,1572855949771,1572855962162,1572855968912,1572856048901,1572856076287,1572856141409,1572856188313,1572856215772,1572856222635,1572856330209,1572856361822,1572856385464,1572856391110,1572856455065,1572856567390,1572856662226,1572856782349,1572856788154,1572856853588,1572857350463,1572857500436
MTurkID,,,AX7P4UZM33QPO,ABCC9UHCLS2PJ,A2A5TPFUI0S36V,A1HZXKVQSWNKRA,AFRSASN33QBC3,A3AB75C52RFN34,A19ZA4GG7S0BKI,A3H53HX4RUV7HZ,A1OKCTS4L623XN,A38R689MVZST8Q,A2PU5BM2YXFQQS,AX4U4ZJJQKKMS,A22A52DRIIEV6K,A13VEEU1DPKKOU,ATMD452KBHND8,ACI8PUCF5OPDC,A8WWSKUYQ4X5N,A1WQYLPA6VWN0Z,A30VOAZX8XTNGW,A1YGG7LBCMRPO1,A3G991Y0PG5BIC,A3DTPGXKABAFEJ,A17LF7GCAFYMSL,A38ILUORAQ7EJ0,A1G10UPKNT2YEX,A39N0WW02VT0MB,A26MN6JIKD4NXU,A8TGE09ODEBAA,A3W1M37EJKYIZI,A31681CCEVDIH3,A198QA1OQBUJV1,A1ZMSZ4SOJYLMX,A5DYCKQZA0XYQ,A2JSIDRTDGDC7T,A34X7ZCR1JY139,AQ3VIKA164ZFO,A2GQGYKPLKQGSZ,A2PVZDPID5909B,A30KYQGABO7JER,APVWMP5952IOY,A12670EBDZSIOV,A1ZZINLCZZYOH4,AV9UE5LJ0SW4R,A39XLBFLSTLS,A2C59WG3U48S6O,A20NUGCPGHLZGD,A1TW60NCALLP12,ATTNJ2IHS8MH8,A134M46ZP1H02D,A3L3QOG7X0242,AAAL4RENVAPML,A3P04JZJNOYILR,AAAL4RENVAPML,A1QJFM0T6PHFD2,A1DXYZ9EW2R6DT,A34FN7NR8AALJ8,A1I3QYJJU5ACFR,A28QUR0QYD2WI7,A32UG2P47Y7M1A,A3S32CV186WQOJ,A2HT7KQ1UCUIYF,A3Q45FR4WZRQFG,A16JMJHOUC2MGE,A1EA65VORB7TPU,A2A1E85FL1JAB9,A2RIHHUYGMTISF,A2K0ZIL8MS0N3E,A2MBW6JMMTNTU,A3DKFBFK3FA3MA,A267H808C339ZQ,A38F8U7SZ7CE1Y,ADTCVKEB24H8T,AFUUPNBIKHRFZ,A37O5SYY9VWSPY
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.12048441,-0.07055756,0.2741570899,1.438102588,37.94477897,-1.005272506,-17.81090934,-11.87104015,-0.2811279453,1.123786877,-5.932986306,-0.986176761,-0.2757033612,-25.51647414,12.17480911,0.5850332098,6.430512661,0.446018405,0.6385489593,1.384079431,6.705043316,0.8208926426,-6.712646638,1.314888018,0.5132772304,-1.313147301,-0.901699563,-36.48117711,-1.130657443,0.3502495665,-23.41772596,5.584340833,6.499048756,-0.5957069691,5.863152194,1.225633529,-12.63257611,7.456387949,0.6670549738,0.7332135113,6.384849224,-0.5433275488,-1.159068018,-25.5164741,-0.6242705865,0.02863593041,-6.430512653,-6.430512653,-24.18260296,-6.860121957,-18.92735362,0.26856962,-0.8678359045,1.940485588,-0.03544896528,-17.10087563,-6.77593863,-0.6526322959,-11.61740826,0.5096560082,-17.10184082,-5.869947489,0.1191514816,-11.88978628,12.16345639,6.384849224,1.134730058,-23.61360982,18.8753101,-11.58441773,-12.25806595,0.5510367194,6.878793569,-28.72543712,-0.6800796194,0.8812966024
3,0.36768567,0.35859192,0.276974742,-0.411296818,19.01742535,-0.3565069615,6.708654974,5.911220442,-0.2837553945,-11.45370354,11.87226789,-0.5570686189,0.3089136255,-12.63257613,6.621949202,0.5818256246,36.72238775,-6.698614959,18.43321236,1.377870186,12.43240098,1.099100747,-6.672310928,0.5015935446,0.2479659239,-1.964823976,-0.3473375696,1.55E-16,-1.250970133,0.6284265832,6.672310926,6.698699835,57.32772568,-12.02224367,5.827703229,1.256765039,-31.55992973,7.419919385,0.3343851436,-0.7175118828,25.31220284,0.002936451011,1.073106723,6.294777495,0.5997217021,1.218901911,6.227557068,12.21918633,5.90743393,-0.8658953573,-25.31220284,-0.007698145235,-1.803664881,7.464339258,-11.65080679,-5.672540869,6.390260627,6.474025006,11.51398747,1.008225935,5.796461865,11.65284111,2.354430485,-24.08373573,12.75013791,25.31220284,6.98569433,5.83306811,-11.61386908,-17.57587619,11.99877382,0.5509934108,30.5027941,-11.42172047,11.39278518,2.324547002
4,-0.07277367,-0.05326073,-0.3154402885,1.017694541,31.61511358,-1.111523807,-5.866830045,-5.38E-16,-0.5943366926,1.123644936,-17.55200028,0.4291081422,-0.9424302112,-6.302910731,-0.0301018133,0.5720625991,6.430512661,-0.01155946163,12.74685401,-0.8265878783,1.037350476,0.2985917128,-5.992231309,0.8919060617,-0.004562080066,-0.9014717659,-0.5906364734,-30.29187509,-1.217429564,1.218946212,-29.44667793,-5.548618669,12.88389798,-0.4291081426,13.17515633,-0.389517375,6.384849224,5.577517166,0.01604016023,-0.7531135125,12.71451462,-0.5133863003,-1.123761719,-19.01742534,0.05483179362,-0.879837519,-4.99E-16,-7.33E-17,-24.22293867,-1.358653149,-31.81125155,0.5470001956,-1.215651648,0.8557052883,-5.890862745,-11.35871905,-0.9618670798,0.6171833305,-5.748221748,1.899362089,-22.96747468,5.758572314,-5.561131499,-5.832196535,-5.748076788,12.71451462,6.98569433,-5.826635891,12.18048929,5.939513753,6.012459934,0.827473132,6.19871395,-17.11247192,-0.6397439089,0.9128731951
5,0.84428437,0.75003631,0.53097304,0.301274902,44.32962819,0.006460601467,18.83082715,17.9489502,-0.5541192781,7.333913501,2.75E-16,23.70776632,0.2968640951,18.92735362,-0.4222834005,-0.3140870542,30.65213545,11.87141864,30.04103446,-0.3073893967,-6.197743882,0.8424854483,29.44667793,2.3259665,0.2595112883,0.4193490437,-0.5733623464,-6.227557068,0.341958295,1.564669985,-5.833068109,6.274083334,31.8112516,6.860203944,7.13296782,1.255920107,-37.94477896,7.415773067,-0.9119019892,-0.3493234014,44.32962822,0.2875517395,1.659871475,31.81125156,1.318737433,1.796816643,24.2216228,36.4811771,-17.51029204,0.9978861413,12.63257611,0.5137417396,6.005961554,-0.2290750125,7.184864152,6.474025005,0.4151626108,23.57490064,13.28630229,18.8381421,-11.35965258,18.44131735,1.009379283,17.78422998,5.703065726,44.32962822,0.5673650318,11.82529942,11.52785699,5.939513753,30.24031695,0.2764889789,24.59337816,0.5673650305,17.99017181,2.22596451
6,-0.07352365,-0.05892382,0.8173166034,1.881373512,12.71451462,-1.616034012,-11.77926472,-5.99259806,-1.602111683,1.663925747,-11.68555047,-1.152775589,0.009639285644,-19.01742539,0.9708710219,1.626701883,6.430512661,-0.8351103031,1.174385666,1.030313257,0.5072994343,0.8152691777,-6.032567019,-11.06499327,-0.009895739295,-2.002667027,-1.621557834,-24.22162279,-0.4492900684,0.378039643,-17.51029203,7.697106418,19.21356337,0.557068619,7.097518855,0.3562764507,-6.329665394,7.45629033,0.3393249979,0.3409178984,19.01742534,-0.5335675254,-0.4998383289,-12.63257612,-0.277960794,-0.4161504475,-2.99E-16,1.87E-16,-23.54285905,-12.41974792,-12.59768822,0.0003539678078,-1.30778236,1.369833596,-17.52211023,-22.96651559,-1.092316516,-0.6171833305,5.703700596,0.5490516198,5.899174117,11.6125054,1.429512,-18.04177187,-11.61723178,19.01742534,6.484947942,-17.58465785,11.56330595,-23.45373489,-6.069405424,-0.004726463876,6.919129279,-22.85771515,0.04033571006,0.8313211259
7,0.53488493,0.48333555,0.8575504793,1.341337884,50.82867695,-0.3608940399,6.028575355,11.8304461,-0.01229646181,-5.732155118,1.19E-16,0.5957069694,3.49E-06,12.59768823,1.054140106,0.01370558616,18.64969899,0.4339989672,24.1754006,0.002395357765,0.01926766448,0.5686984586,23.41772596,0.9014270383,-0.2606583106,0.009180532172,-0.6048768369,-18.20781351,-1.251810504,0.3242289015,-11.659704,7.570131772,38.11416232,-6.303135325,6.480335524,1.252386548,-25.23026434,5.649904437,-0.5963832151,-0.694181534,37.94477896,-0.0006838171783,1.691264559,25.31220286,0.5842026504,4.48E-05,18.20781352,24.22162279,-23.50252334,-0.02786882806,-6.294777506,0.5253628012,0.5019408378,0.3415769809,0.6171833305,5.821392709,-0.0489480481,12.14656587,12.12792842,1.432671896,-5.673294227,18.44131735,1.419954804,11.75601074,11.5370496,37.94477896,6.98569433,11.86563513,12.79767262,-11.58441773,23.9830749,0.7915398759,36.53298802,-5.741811862,12.11320051,1.901858447
8,0.8298483,0.70826902,0.01073352932,-0.04785937269,25.31220285,6.009641296,6.668319264,11.8304461,-0.5436264572,13.05794639,11.87226789,12.09004707,-0.8489620562,25.31220285,-1.465346946,0.5448996101,42.91168977,0.7732856197,0.1027122523,0.3569217732,-0.5300510422,0.5739861082,5.833068109,2.253697536,0.2644505455,1.317063313,0.3066155296,6.430512653,11.45178272,1.544136336,5.992231307,5.622230696,50.82867697,12.57931229,-17.31402284,0.9281046146,12.88389798,6.633090812,0.02210038741,1.200849512,-6.499048715,0.2489165532,12.82204389,12.59768821,-0.003069405694,2.370166024,36.48117711,18.20781351,11.9363859,-0.4258898856,6.302910718,-0.2755835865,11.5671308,13.01154324,13.07018585,7.091208335,11.94585921,29.4405406,12.64919895,1.387726276,6.970847531,12.29258502,-11.11943442,-11.88978628,13.34425902,-6.499048715,7.486440726,12.54571475,12.83312158,5.939513753,30.24031695,0.5420336179,6.23904966,1.134730061,11.43312089,0.8063438065
9,0.69532542,0.5875028,0.567088857,-0.402742843,6.384849224,0.6859623127,12.78308262,11.8304461,-0.009603003407,0.08446926652,5.922799699,17.8385455,-0.5775549548,31.8112516,-1.329834706,0.6081270862,24.63832617,-1.032147017,7.073559783,1.005239404,-11.92510154,0.8421376546,17.51029203,-5.502042646,0.523303436,1.45590073,-0.6057207422,-4.57E-16,5.886474279,0.6565481705,6.032567017,7.679274135,44.44382771,0.9861767616,-5.700153761,0.8982854075,-44.44382767,-5.557004739,-1.439175827,0.3471955157,50.82867697,-0.2657913163,7.275862066,18.92735361,0.2888743308,2.399897617,30.2918751,30.29187509,-5.850588032,0.8172948426,25.51647404,-0.553387467,-0.4638005483,-5.887713615,1.234366661,7.126657301,0.8886533504,17.83274406,13.32306109,7.520443444,7.073559784,18.44131735,1.34508374,5.849525695,13.3765447,50.82867697,0.5673650307,12.50537904,-5.746087665,-5.683243275,30.24031695,-0.3073985412,18.73939096,0.5673650304,12.0728648,2.768393091
10,0.46518416,0.44507281,1.198898124,0.03834202183,-6.499048714,0.372316897,5.988239644,-6.82E-16,-0.5567564144,1.078753191,11.87226789,6.385331475,0.5564770615,6.294777495,-0.4330915956,0.2958320412,12.65806972,6.314132615,1.277097918,0.9323117799,0.4880317698,1.115554019,11.659704,0.8515853933,-0.2587797169,0.4293658555,0.3431693134,-12.21918634,-0.01160618169,1.261233483,6.712646637,8.214198473,25.51647409,1.152775588,-11.44624143,0.9588017987,-18.92735362,6.585887142,0.0297658756,6.496606085,31.61511356,0.009959214969,0.481593503,-6.302910723,-0.2885966739,0.3983682399,12.21918634,6.227557062,-11.67722393,-0.7201839084,19.01742534,0.2503151914,-0.08135101472,1.711410577,1.269815626,5.856841674,0.3122803847,0.6526322957,11.60905004,13.12516254,6.435010824,12.33292073,1.844167101,-11.88978628,11.56933528,31.61511356,0.5673650318,-11.67722392,5.700153761,-11.58441773,17.98034384,0.791420375,12.90000625,0.5673650304,5.721031963,1.177518313
G,64.23,34.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p,0.002613,5.54E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
min,-0.12048441,-0.07055756,-0.3154402885,-0.411296818,-6.499048714,-1.616034012,-17.81090934,-11.87104015,-1.602111683,-11.45370354,-17.55200028,-1.152775589,-0.9424302112,-25.51647414,-1.465346946,-0.3140870542,0,-6.698614959,0,-0.8265878783,-11.92510154,0,-6.712646638,-11.06499327,-0.2606583106,-2.002667027,-1.621557834,-36.48117711,-1.251810504,0,-29.44667793,-5.548618669,0,-12.02224367,-17.31402284,-0.389517375,-44.44382767,-5.557004739,-1.439175827,-0.7531135125,-6.499048715,-0.5433275488,-1.159068018,-25.5164741,-0.6242705865,-0.879837519,-6.430512653,-6.430512653,-24.22293867,-12.41974792,-31.81125155,-0.553387467,-1.803664881,-5.887713615,-17.52211023,-22.96651559,-6.77593863,-0.6526322959,-11.61740826,0,-22.96747468,-5.869947489,-11.11943442,-24.08373573,-11.61723178,-6.499048715,0,-23.61360982,-11.61386908,-23.45373489,-12.25806595,-0.3073985412,0,-28.72543712,-0.6800796194,0
max,0.84428437,0.75003631,1.198898124,1.881373512,50.82867695,6.009641296,18.83082715,17.9489502,0,13.05794639,11.87226789,23.70776632,0.5564770615,31.8112516,12.17480911,1.626701883,42.91168977,11.87141864,30.04103446,1.384079431,12.43240098,1.115554019,29.44667793,2.3259665,0.523303436,1.45590073,0.3431693134,6.430512653,11.45178272,1.564669985,6.712646637,8.214198473,57.32772568,12.57931229,13.17515633,1.256765039,12.88389798,7.456387949,0.6670549738,6.496606085,50.82867697,0.2875517395,12.82204389,31.81125156,1.318737433,2.399897617,36.48117711,36.4811771,11.9363859,0.9978861413,25.51647404,0.5470001956,11.5671308,13.01154324,13.07018585,7.126657301,11.94585921,29.4405406,13.32306109,18.8381421,7.073559784,18.44131735,2.354430485,17.78422998,13.3765447,50.82867697,7.486440726,12.54571475,18.8753101,5.939513753,30.24031695,0.827473132,36.53298802,1.134730061,17.99017181,2.768393091
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12.48842339,8.598353288,20.83023755,17.93964063,11.3366589,21.19201181,48.60825672,39.80900064,100,46.72759105,59.65144207,4.636968867,62.87448386,44.50983152,10.74288989,16.18347303,0,36.07217469,0,37.39087626,48.95863824,0,18.56408193,82.6303227,33.2488558,57.9045191,82.53348747,85.01454338,9.853987618,0,81.43591808,40.31600952,0,48.86781832,56.78743513,23.66042251,77.52588676,42.70219821,68.32944549,10.38817436,11.3366589,65.39187538,8.290242041,44.5098315,32.12907925,26.82648088,14.98545662,14.98545662,66.98946664,92.56287557,55.49016853,50.29022824,13.48958524,31.15314883,57.27621812,76.31802626,36.19277746,2.168705501,46.58055187,0,76.45367442,24.14496954,82.52594558,57.52306166,46.48049802,11.3366589,0,65.30434432,38.09177353,79.79293196,28.84360559,27.08663441,0,96.19985362,3.64258415,0
2,0,0,38.934321,80.66573644,77.52588677,8.009277612,0,0,82.45266243,51.3122962,39.48786052,0.6701335319,44.4808603,0,100,46.3275654,14.98545663,38.47399267,2.125589118,100,76.48626883,73.58609525,0,92.44954433,98.72108483,19.93656838,36.63909627,0,0.9536912798,22.38488434,16.67329808,80.89157465,11.33665897,46.44639843,76.01770748,98.10898116,55.49016849,100,100,20.50185533,22.47411315,0,0,0,0,27.69959804,0,0,0.1115499554,41.43521829,22.47411317,74.69704677,6.999052252,41.42067207,57.16034265,19.49159693,0,0,0,2.705447307,19.52540571,0,83.41026112,29.12477174,95.14643851,22.47411315,15.15713674,0,100,40.38110011,0,75.6416149,18.82899249,0,0,31.83422923
3,50.59969706,52.29742698,39.12038589,0,44.50983144,16.51692472,66.91703686,59.63201323,82.28866329,0,100,2.396194628,83.48373908,22.47411326,59.29034912,46.16229317,85.57665277,0,61.36011191,99.71912347,100,98.5251031,0.1115499554,86.37608516,64.87870571,1.094182731,64.85482049,8.50E+01,0.00661522028,40.1635226,99.88845004,88.9884562,100,0,75.90144012,100,22.47411317,99.71976128,84.20544272,0.4910759552,55.49016846,65.74529026,15.96564532,55.49016854,62.9947111,63.9911256,29.49795217,43.46064928,83.32670192,86.10946244,11.3366589,49.5906434,0,70.6485603,19.192098,57.46810011,70.32550702,23.68197374,92.74643312,5.35204549,95.74882177,72.07682824,100,0,97.49374895,55.49016846,93.31128884,81.43591807,0,19.99730881,57.07708885,75.63779873,83.49383873,57.949162,64.66364335,83.96737479
4,4.94530306,2.107842945,0,62.32868895,66.48469279,6.615941328,32.59692481,3.98E+01,62.90291751,51.31171712,0,6.363029963,0,33.51530723,10.52220463,45.659249,14.98545663,36.00992676,42.43147494,0,53.21749226,26.76622627,1.992336246,89.29083155,32.66692943,31.83963244,52.47147737,14.42334723,0.2706394893,77.90436476,0,0,22.47411323,47.1235866,100,0,88.66334102,85.56202192,69.09100306,0,33.51530713,3.603561776,0.252528544,11.33665897,34.95108478,0,1.50E+01,1.50E+01,0,82.43699836,0,100,4.397743011,35.68086807,38.02018474,38.57285697,31.05509203,4.219613634,23.53278293,10.08253404,0,47.83181739,41.25247624,43.59308814,23.48246571,33.51530713,93.31128884,49.19055912,78.04197754,100,42.99110845,100,16.96744309,38.89115937,0.2160426739,32.9748401
5,100,100,55.8932747,31.08042664,88.66334103,21.2767335,100,100,65.41319285,76.64770464,5.97E+01,100,82.67985144,77.5258868,7.647005951,0,71.4307351,100,100,23.48605235,23.51373117,75.52170798,100,100,66.35140058,70.02945269,53.35068989,70.50204783,12.54581102,100,65.30434433,85.90321212,55.49016854,76.75306247,80.182515,99.94867634,11.3366589,99.68789936,25.03400089,5.569734191,88.66334103,100,20.16248428,100,100,81.6119001,71.43073511,100,18.56408193,100,77.52588682,96.97756917,58.40809043,29.94106407,80.76207917,97.8312945,38.41031348,80.50840307,99.85261383,100,38.63988809,100,90.01733198,100,69.29844124,88.66334103,7.578568408,98.00766375,75.9014401,100,100,51.44965144,67.31827725,98.09992681,100,80.40637425
6,4.867566299,1.417722021,74.80209726,100,33.51530714,0,16.46113202,19.71309185,0,53.51589682,19.9374536,0,63.51757138,11.33665896,17.86063119,100,14.98545663,31.57508911,3.909271726,83.9973128,51.04136176,73.08199909,1.880786291,0,31.98658256,0,0,28.5692649,6.317271191,24.16098261,33.01053336,96.24283277,33.51530721,51.13218168,80.06624763,45.30169424,66.48469278,99.99924985,84.439978,15.09067208,44.50983141,1.17466201,4.715144924,22.47411323,17.82338462,14.13794262,1.50E+01,1.50E+01,1.880786291,0,33.51530716,50.32239579,3.708698668,38.40123063,0,0,30.35831367,0.1177973673,69.44981112,2.914574149,96.09072827,71.91091458,93.13546267,14.43099456,0,44.50983141,86.6225778,16.67329808,76.01770747,0,14.56210825,26.67015879,18.9394015,19.65066685,3.858626822,30.02901317
7,67.93019774,67.49905529,77.45895887,76.44512509,100,16.45939436,65.06101233,79.48187094,99.23248411,23.34215948,5.97E+01,7.033163493,6.29E+01,66.48469283,18.47110136,16.88965936,43.46064929,38.40926775,80.47459429,37.49923077,49.03774185,50.97901573,83.32670192,89.36193159,0,58.16996227,51.7466763,42.58364958,0,20.72187136,49.19055912,95.3202408,66.48469282,23.24693753,78.04197756,99.73403767,33.51530715,86.11827403,40.01425728,0.8128863157,77.52588671,65.30957496,20.38702354,88.66334112,62.19599841,2.68E+01,57.41635042,71.43073511,1.992336246,92.35517257,44.50983146,98.03365713,17.24359397,32.96050551,59.29366502,95.662589,35.93132795,42.5318999,95.20805864,7.605165562,57.56852506,100,93.06453131,85.60183392,92.64018746,77.52588671,93.31128884,98.11921371,80.06624762,40.38110011,85.27651731,96.83371637,100,76.97085257,68.52227017,68.69900278
8,98.50367567,94.91011431,21.53903085,15.85214588,55.49016848,100,66.80695554,79.48187094,66.06812977,100,100,53.26843921,6.235752988,88.66334104,0,44.25966409,100,40.23633312,0.3419065095,53.53630763,46.78250774,51.45300887,34.69565567,99.46031528,66.98143862,95.9856962,98.13949821,100,100,98.68766899,98.00766375,81.16688066,88.66334112,100,0,80.03620632,100,93.67346274,69.3787316,26.95225654,0,95.35008432,100,66.48469283,31.9711074,99.09347579,100,57.41635041,100,89.38876988,66.48469283,25.24600101,100,100,100,99.88220263,100,100,97.29811763,7.366577173,99.65809349,74.70829935,0,29.12477174,99.87082513,0,100,100,80.18251498,100,100,74.8483004,17.0778521,100,64.87968602,29.12678149
9,84.56013989,80.19318497,58.27819848,0.3731009612,22.47411316,30.18744218,83.49492925,79.48187094,99.40060337,47.0721997,79.78040386,76.3914204,24.34275042,100,0.9934801299,47.51748749,57.41635041,30.51404249,23.54632558,82.86309181,0,75.49053122,66.98946664,41.54258336,100,100,51.7037235,8.50E+01,56.19106859,41.96080814,98.11921371,96.11326422,77.5258868,52.8764134,38.09177353,78.22490062,0,0,0,15.17726325,100,33.40271401,60.33089597,77.52588681,46.99645643,100,85.57665278,85.57665278,50.80944088,98.65407494,100,0,10.02082721,0,61.31111193,100,40.93940146,61.42714303,100,39.92136488,100,100,92.50885509,71.4944252,100,100,7.578568394,99.88845004,19.24545552,60.45773242,100,0,51.29443819,98.09992681,68.30622749,100
10,60.70558896,62.83624444,100,19.6120146,0,26.07442395,64.950931,3.98E+01,65.24858907,51.1285726,100,30.32157179,100,55.49016854,7.567767891,31.42634852,29.49795217,70.07390431,4.251178234,79.56419542,50.96225815,100,50.80944088,88.98972791,0.2396282442,70.31907581,100,56.53935071,9.762626209,80.60699666,100,100,44.50983149,53.55360157,19.24545553,81.90084289,44.50983143,93.31073128,69.74267501,100,66.48469274,66.59051098,11.73484291,33.51530721,17.27599213,38.97283488,43.46064929,29.49795216,34.69565567,87.19543221,88.6633411,73.03813789,12.8811621,40.20858731,61.42698739,95.78038637,37.86078171,4.337411001,93.12759105,69.67333867,97.87441088,74.87421301,96.21293973,29.12477174,92.76936233,66.48469274,7.578568408,33.01053336,56.78743512,40.38110011,71.15190679,96.82318646,35.31056986,98.09992681,34.28508505,42.53436106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,13,?,,,,,,?,,,,?,,,?,,,,,,?,,,?,,?,,,?,,,,,,?,,,,,,?,,,?,,,,,,,?,,,,,,,,,,,,,,,,,,,,?,,,,