,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
filename,overall adjusted,overall,1572907881384,1572907921742,1572907929680,1572907943239,1572907945930,1572907946984,1572907949867,1572907955936,1572907986847,1572907994501,1572908004927,1572908035409,1572908038514,1572908079163,1572908088920,1572908099965,1572908109395,1572908178473,1572908239039,1572908262691,1572908362137,1572908408335,1572908413125,1572908435567,1572908488817,1572908609141,1572908638615,1572908677106,1572908680223,1572908737663,1572908800150,1572908800458,1572908812729,1572908856160,1572908896884,1572908911542,1572908988825,1572909037981,1572909072221,1572909110113,1572909142532,1572909337865,1572909398717,1572909423153,1572909445537,1572909624625,1572909634555,1572909675113,1572909741619,1572909779582,1572909804790,1572909826560,1572909864221,1572909938880,1572909983221,1572910274280,1572910404153,1572910457023,1572910520720,1572910729840,1572910804235,1572910851298,1572911137532,1572911392203,1572911425807,1572911500784,1572911983135,1572912043699,1572912361427
MTurkID,,,A10IZOZGBH42K,A1T6IYPL8THZ4H,A12OZ7P7Z41SJI,AY832D29HUURG,A17TKHT8FEVH0R,A18SXC3JEN1O0U,A1RK4PGIIJGBQN,ARVI4C0REM69B,AYYBMS4XQJ9AP,ATP43ZVI1RP0C,A3ESBL8J4RUANK,A3TQUS51JKYUUE,A3ARMV9X1U8A3K,AJACXA5FC5BYZ,A17V85U8PXS4LJ,AGDJB8B8CDZ71,A2X1NEG8QWQOO6,ARO24O6F0DOXC,A30YR5TPOKQYXJ,AYHK8DTZONHKC,A2FIMENJ9UMN7M,A270JQUOEF9BUD,A1C9ZHH1PV21PG,A3C0NQ2IP5FTZQ,A2NWTHZJV8FR46,A1VXOAO2A1F74I,A1OCEC1TBE3CWA,A2OC4PZXSR522W,ALV4DAF8DIJ37,A28MDXDNK6QHMS,A1C0AWJ1JULKO2,AHYTT3T8W9Y9Y,A1PC5HFTBIR2QA,A37L5E8MHHQGZM,A1BF1W2XN5BWFQ,A1EIMXVUOG49SJ,A1DX0Z20W07YOR,A1YFVXP4A1CXSF,A24LB89P1BPKKF,A2VKACLXTMOQWO,A1YCZENBDZ5GGZ,A2CHDWKAYZ3P3E,A8WWSKUYQ4X5N,A3AW887GI0NLKF,A4TQSZDPARE7I,A1QGKIU6CUFBW3,A10AY39RH8ZB7I,A3HWIDZ2MRAKTX,A37YC7R1H04X9P,A1QEQOI98976S0,A359WCYOJEO9IG,A3BYKQV74U88WB,A2YWDJ41GY2QTD,AWAW665TQQP2F,A3JQOZVW7N38II,A1XV4C192MYSMZ,A29GLTXKFWGH1Z,A2T33L23VT78DZ,A1ZWDUFNFILYJJ,A7GUBXCBHLX,A1VXDD6BFF97OF,A2VFQ8DS884HLX,A2EC3L6VH2WTKF,AHOQWPD49OMW3,A1B9H14AV44C0G,A7QRHHOSXY49A,A1OILO7O7PBGGW,A248IBH3PEK4MP,A2C509MUKR5CIJ
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.001887967,-0.05845695,-11.82026168,-1.158373865,1.299240515,0.5696998667,25.23026433,18.90059895,-0.3239482445,-0.8224488206,0.04033571038,-11.9363859,-1.260782839,-5.991629271,-6.794842975,1.035767784,6.227557062,-11.4265367,0.5802792834,-0.01317043741,-0.8517815688,12.27358405,-6.120422356,-0.4088572551,-0.4118380803,-0.7602046339,1.102988743,3.70E-17,1.372444315,2.111039407,0.696543795,1.444541064,0.8045180256,-0.4505896473,-6.120422364,-0.815288486,12.25997311,-17.73931198,-0.592110886,-0.6749627152,-0.5085829551,1.69353861,0.006931846115,-11.83581919,-0.2585844506,0.00732779068,0.00311980577,-0.2687794577,-0.5619305578,-0.2832780209,-0.2551374119,17.12493846,6.031093798,0.007012123334,0.005896958151,-1.180802631,-1.459063948,0.01736067999,-0.2965684337,-8.076306568,-0.2521922429,0.6376104213,-6.057589747,-1.184934819,1.167019398,6.070252305,-1.234366661,5.291847255,-0.5170267052,6.030193918,-0.639743909
3,-0.885005105,-0.72240063,-29.61385874,-1.772314822,-0.4174510377,-17.20423111,-12.88389798,-6.329665395,0.05158158219,-7.714764414,-29.40995727,-29.44667794,-1.372391668,-12.21918634,-12.78308262,-5.57984275,-30.25362005,-12.57931229,-0.03567506435,-11.61247138,-1.920104481,11.7262952,-24.54465117,-6.702864223,-6.455490735,-2.087047156,-0.9594043297,-9.91E-17,-11.06691448,-11.25373195,-1.847532176,-0.3514204729,0.3776374854,-12.48233446,-7.192095778,1.036690993,-1.53E-16,12.19394944,-12.31840609,-0.7143767959,0.9752064014,0.5494822981,-1.840458652,-24.72099264,-0.2609453512,0.2759663468,0.3150862204,-0.5982777764,-0.2793066457,-0.2702501079,0.008062293623,5.690937525,-23.9391694,-0.2449494127,0.04938009079,-13.08703266,-0.8722194618,-0.2496695383,-0.8252995556,-7.563821923,0.2924949653,0.33270378,-17.73931198,-2.671256262,0.4507884802,-17.99406572,-7.125229408,-2.752250197,-1.41551879,-24.30408014,-18.44758399
4,-0.076002738,-0.09154875,0.6800796194,-0.6371033424,-0.7137591488,0.5472888476,44.44382771,38.11416227,-1.228244933,-1.219467421,-17.65193531,-17.78697394,0.3921975155,-12.21918634,-6.074427645,-11.11856292,-5.991629271,-11.59313553,0.5861395036,1.19E-16,-0.8010366693,12.29599507,-13.09758708,0.7616815013,-0.9581405911,-1.102754615,0.7057372004,-6.227557073,2.217665471,1.586883838,11.74980468,0.3588587056,-6.026827576,0.5246941858,-6.656259071,1.405123873,30.24031694,-29.67401626,-0.02241101909,1.238252975,0.9222250473,-0.04656961276,5.458480485,-13.07018585,-1.56E-06,-0.002650272167,0.8930096581,-0.5380271657,-0.2795086102,0.002359908644,-0.2649877825,17.62568485,-12.01306216,-0.2521741904,1.732614083,-1.807209416,-0.8478498175,0.01992170788,-0.5553047926,-5.797602449,-0.2359725776,1.824876627,-23.64579702,-2.361101607,1.150238978,-24.22162279,-0.6171833305,-0.4609798435,-0.7882091931,-11.76340314,0.0403357104
5,0.009216411,-0.06051346,0.7204153298,-13.28630229,0.7808109473,0.5921108859,37.94477899,31.61511357,-1.213266062,-0.5496095362,-5.99223131,-35.43890925,0.007464413849,24.26199077,-6.114763355,1.566052209,6.227557062,-13.17501926,0.9163146656,-0.3264047269,-1.176767867,18.64050291,-7.19209577,0.007427380034,0.4116380435,-1.078763253,0.2678529659,6.430512662,0.505593744,0.1484364667,0.1837254651,0.6518633972,1.162334067,-0.8846114515,-24.54465118,0.3266620394,42.49838289,-6.057589747,17.96319226,1.249807917,1.979754126,-0.3644027155,-0.3969019566,-5.8853217,-0.2561379919,-0.2569959563,0.5771302581,1.157800068,-0.8409462216,0.008525946022,0.2910446918,17.62568485,-35.87669059,0.2773114346,0.2972388466,-1.774923738,-0.8420164036,-0.5211126547,-0.288897167,-7.131197352,-0.5127157613,0.36198452,12.19394945,-1.057862269,1.18433823,-12.00243645,5.950497489,-0.8656669369,-1.349699368,-24.26374443,-0.6800796194
6,-0.481265734,-0.45287966,0.04033571038,-7.582601691,-1.836268893,-5.747227179,12.63257612,12.59768822,-1.562819991,-2.007343937,-23.50252334,-23.61360983,0.007048806703,-12.21918634,-6.754507264,-16.69983609,-17.99406572,-12.02224367,0.5699438551,-0.3982228003,-1.516131296,12.31840609,-18.7984187,0.408729641,-0.3797708385,-1.090623914,-0.3316211243,-24.22162279,1.776711392,0.5763273065,6.196672246,-0.00731860154,-0.5628057072,-1.42587348,-6.017710112,0.3302450416,18.24154313,-23.64579702,-0.0448220382,0.8110340025,1.031485578,1.169194614,-0.7010986685,-18.9610486,-0.528519534,-0.5226840037,-0.8029576801,0.01224914832,0.2804529527,0.283375054,-0.5373403183,11.37158254,-12.01306216,-0.2569790956,-0.003645528493,-18.78988107,-0.5885813473,-0.5162863408,-0.825603843,-7.454197065,-0.2434915867,0.07306172075,-29.67401626,-2.372279162,1.504944406,-24.22162279,-18.7564769,-0.5376458963,-0.227199978,-30.50279409,-6.668319264
7,-0.162587439,-0.14934062,-17.67424888,-1.677252246,0.6856416651,1.139399734,18.92735361,6.302910718,-0.6084608094,-1.903020857,-11.82529942,-36.11898887,0.3812812412,5.988627174,-18.64991266,1.017678781,-11.98025645,-18.88244761,1.710968721,1.24E-16,-1.217190658,24.4067611,-7.294808022,-0.6730201622,0.8577607247,-1.716674556,-0.007111341309,-18.20781352,1.030967433,1.58747933,-0.7851385776,0.6761770122,1.248703389,-0.9011792947,-13.09758709,0.3254573018,6.257242049,4.43E-17,6.322096822,1.581724732,-1.106382676,0.2481616229,-1.054497523,-13.10563482,-0.002277778439,-0.0002475950383,0.5798257111,-0.01379912639,0.2405209744,0.3031341005,-0.2527014336,18.12643125,-12.01306216,0.001787032435,0.31928345,-0.5941211072,-1.164618054,0.2862467053,0.002799139249,-5.289755639,-0.8017246718,0.3326666772,5.84E-16,-2.810384937,2.8020611,-6.013809276,0.03544896531,-1.767012869,-0.5205305117,-17.60278784,6.114763357
8,-1.126537951,-0.84441936,-5.980876975,-24.90371055,-1.767342407,-23.07473965,-6.384849224,-19.2135634,-1.184398688,-2.405906483,-35.43890924,-36.15932458,-6.941199474,-18.649699,-30.59399195,-22.40350017,-24.06431803,-24.60155596,-0.3549666381,-6.041359952,-2.322340007,5.891432236,-30.41246329,-1.239455392,-12.01333549,-2.451795138,-1.013611524,-36.48117712,-5.50612031,-16.96039288,-1.636630682,-0.3774031425,-0.05243013445,-6.925032332,-7.29480803,0.3463838186,2.65E-16,-2.87E-16,-6.42697385,-6.26016296,-6.632974556,0.5165545169,-1.392308876,-30.59229609,-0.00232041599,0.002404388038,0.593077898,0.6142650557,-0.01107188779,1.315357167,0.2721700836,-11.61299954,-29.84765745,-0.5151509135,1.195416262,-7.498146947,0.04972128,0.00993003738,-0.8335663687,-7.141552458,-0.5198668267,0.9865497598,-11.88978628,-3.321020508,0.9150118935,-30.65213543,-1.269815626,-1.312803833,-0.8024642658,-23.62400053,-24.4792286
9,-0.277557966,-0.23810348,-23.58366482,-19.03452403,-0.8575353042,-11.45409734,31.55992973,-12.71451465,-0.8883872513,-1.266015236,0.6800796194,-35.47924496,-12.50425384,18.07268876,-24.56234734,0.5434534561,6.227557062,-13.00842043,0.9043785849,0.8202851207,-0.8311289158,30.28159835,-6.017710104,-0.3737689075,0.4544185569,-1.409827445,-0.9864995238,-30.2918751,0.5207061667,-5.658502934,-1.281267447,0.6715071727,1.750256432,-0.01656784296,-30.4124633,6.719230435,36.30972237,6.15198559,0.5472888477,0.8001509188,-1.016290819,0.2480011335,-0.7527392328,-11.80037023,-0.002321306229,-0.2517005308,0.8892322165,-0.9484449757,-0.271205918,0.2805298979,0.0003020788541,-5.745282627,-18.07881636,0.009226358497,0.5817877685,5.91423435,-0.5972421034,0.01717968971,-0.2756432631,-5.798551261,-0.5197529783,-0.793197001,6.151985591,-1.006312173,2.598797665,-24.22162279,11.83581919,-2.68239995,-0.5451912146,-23.58366481,-12.53514931
10,0.299167228,0.18107013,6.919129282,0.03675880189,0.3753368758,7.103495791,6.329665395,25.23026434,-0.6237468599,-0.8557708389,0.7204153298,-6.028951973,-0.06357109615,12.00243645,6.047744526,0.5316500986,12.65806972,-5.719108344,-0.3988369105,6.456606626,5.285649174,12.86569493,-6.656259063,6.249329838,6.512502894,-0.7560106115,-0.341549009,-12.21918634,1.811075174,1.493214598,0.1665719791,6.739571389,7.213429427,6.159446757,-18.79841871,0.04499186751,24.22785701,-11.88978628,12.08835501,7.084911419,2.05669937,0.2484181725,-0.3650616621,-12.45300252,-0.007364048037,-0.5256124953,1.142664565,-0.6126546334,0.2770748415,0.005503501319,-0.5345263282,17.62568485,-5.919384378,-0.2521723241,0.5953417112,0.0322856786,-0.8817492067,-0.2396928398,-0.2955835297,-5.919421111,-1.019896209,1.266533862,2.27E-16,-0.07406169333,1.853534668,12.25955432,-12.88517345,-1.658748098,-0.517403786,-5.909415938,12.16250788
G,64.23,34.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p,0.002613,5.54E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
min,-1.126537951,-0.84441936,-29.61385874,-24.90371055,-1.836268893,-23.07473965,-12.88389798,-19.2135634,-1.562819991,-7.714764414,-35.43890924,-36.15932458,-12.50425384,-18.649699,-30.59399195,-22.40350017,-30.25362005,-24.60155596,-0.3988369105,-11.61247138,-2.322340007,0,-30.41246329,-6.702864223,-12.01333549,-2.451795138,-1.013611524,-36.48117712,-11.06691448,-16.96039288,-1.847532176,-0.3774031425,-6.026827576,-12.48233446,-30.4124633,-0.815288486,0,-29.67401626,-12.31840609,-6.26016296,-6.632974556,-0.3644027155,-1.840458652,-30.59229609,-0.528519534,-0.5256124953,-0.8029576801,-0.9484449757,-0.8409462216,-0.2832780209,-0.5373403183,-11.61299954,-35.87669059,-0.5151509135,-0.003645528493,-18.78988107,-1.459063948,-0.5211126547,-0.8335663687,-8.076306568,-1.019896209,-0.793197001,-29.67401626,-3.321020508,0,-30.65213543,-18.7564769,-2.752250197,-1.41551879,-30.50279409,-24.4792286
max,0.299167228,0.18107013,6.919129282,0.03675880189,1.299240515,7.103495791,44.44382771,38.11416227,0.05158158219,0,0.7204153298,0,0.3921975155,24.26199077,6.047744526,1.566052209,12.65806972,0,1.710968721,6.456606626,5.285649174,30.28159835,0,6.249329838,6.512502894,0,1.102988743,6.430512662,2.217665471,2.111039407,11.74980468,6.739571389,7.213429427,6.159446757,0,6.719230435,42.49838289,12.19394944,17.96319226,7.084911419,2.05669937,1.69353861,5.458480485,0,0,0.2759663468,1.142664565,1.157800068,0.2804529527,1.315357167,0.2910446918,18.12643125,6.031093798,0.2773114346,1.732614083,5.91423435,0.04972128,0.2862467053,0.002799139249,0,0.2924949653,1.824876627,12.19394945,0,2.8020611,12.25955432,11.83581919,5.291847255,0,6.030193918,12.16250788
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,79.01619266,82.34305356,81.0605985,99.85261383,58.56365439,76.46152703,22.47411322,33.51530726,96.80491006,100,98.00766375,100,96.9588726,43.4606493,83.49492926,93.46649372,70.50204783,100,18.90396464,64.26709419,30.52501721,0,100,51.75080138,64.84637964,100,47.88866088,85.01454337,83.30646901,88.93088167,13.58745609,5.302859253,45.51896216,66.95891511,100,10.82071058,0,70.87522826,40.67951085,46.90991434,76.33168532,17.70714797,25.21542676,100,100,65.57215182,41.26996811,45.03013449,74.99080085,17.71999159,64.86601179,39.04916547,85.60865508,65.00635831,0.2099644817,76.05972022,96.70454886,64.54531656,99.66532106,100,77.71282137,30.29697073,70.87522825,100,0,71.43073509,61.31111194,34.21453076,100,83.49383873,66.80695554
2,79.14861604,76.64265872,48.7055618,95.20805864,100,78.34931092,66.48469281,66.48469288,76.73875987,89.33928794,98.11921371,66.98946663,87.1826729,29.49795218,64.950931,97.78767489,85.01454337,53.55360157,46.40788607,64.19420482,19.32913419,40.53149344,79.87528239,48.59413732,62.62333272,68.99395785,100,8.50E+01,93.6375771,100,18.71010476,25.5999821,51.59526435,64.54181965,79.87528237,0,28.84809321,28.50557481,38.724162,41.85214774,70.47895759,100,25.31039736,61.31111193,51.07381394,66.48632149,41.43031814,32.26906196,24.8810299,0,34.06663604,96.63244131,100,65.89121087,0.5496002201,71.27993915,0,66.69562048,64.20613116,0,58.49658098,54.65115292,56.40691186,64.32015953,41.64860639,85.57665277,57.27621813,100,63.47440184,100,65.06101233
3,16.9412898,11.89858416,0,92.74643312,45.24999515,19.45278925,0,22.47411328,100,0,16.67329808,18.56408193,86.31725011,14.98545662,48.60825672,70.18761616,0,48.86781832,17.21304753,0,5.287014957,38.724162,19.29410343,0,30.0005033,14.87677238,2.561050158,8.50E+01,0,29.92256082,0,0.3650802669,48.37115367,0,76.35148555,24.57993003,0.00E+00,100,0,41.55680221,87.55427445,44.40772934,0,19.19209799,50.62711322,100,57.4645928,16.62518806,50.08382285,0.8149397073,65.8392662,58.18516564,28.4852119,34.09644653,3.054014442,23.08460883,38.89516381,33.6211023,0.9884210845,6.345532331,100,43.0049319,28.5055748,19.56519826,16.08774627,29.49795215,38.02018474,0,0,16.96744309,16.46113202
4,73.68530524,73.41573145,82.9221479,97.29811763,35.79991631,78.27504873,100,100,20.72440115,84.19306987,49.19055912,50.80944087,100,14.98545662,66.91703687,47.08030035,56.53935071,52.8764134,46.68564722,6.43E+01,19.99612909,40.60550214,56.93348825,57.63151547,59.67446477,55.02256295,81.23162182,70.50204781,100,97.25161927,100,10.34515221,0,69.77352912,78.11338396,29.46986241,71.15639439,0,40.60550214,56.18864101,86.9445697,15.44422569,100,57.27621812,1.00E+02,65.24152032,87.16837724,19.48575791,50.06581281,17.8676118,32.87753068,98.31622065,56.94318794,33.18475934,100,68.74430177,40.51034693,67.01283089,33.27033138,28.2146808,59.73246747,100,14.39816609,28.90433525,41.04974651,14.98545659,59.29366503,28.48387116,44.31658565,51.29443819,66.91703687
5,79.66263844,76.44211936,83.03255691,46.58055187,83.46585833,78.42357311,88.6633411,88.66334112,21.65222925,92.87587402,81.43591807,1.992336246,97.0167522,100,66.80695554,100,85.01454337,46.44639843,62.33520076,62.46066706,15.05748908,61.55719619,76.35148557,51.80814595,67.06834679,56.00108524,60.54352869,100,87.11233826,89.70920007,14.93864322,14.46213605,54.29774997,62.21359898,19.29410343,15.15625002,100,56.40691187,100,56.27522683,99.11452093,0,19.77762341,80.76207917,51.53670292,33.51093179,70.93298515,100,0,18.25331815,100,98.31622065,0,100,17.32945771,68.87499124,40.89697677,0,65.12334578,11.70224542,38.64552411,44.12333971,100,68.14646983,42.26668112,43.46064927,80.76207917,23.45301349,4.649844458,17.0778521,64.950931
6,45.25986343,38.18076185,81.17100751,69.44981113,0,57.41724861,44.50983149,55.4901686,0,73.9804895,33.01053335,34.69565567,97.01352955,14.98545662,65.06101233,23.79545512,28.5692649,51.13218168,45.91801023,62.0632031,10.59686983,40.67951085,38.18843768,54.90648017,62.7964274,55.51733107,32.22102966,28.5692649,96.6807074,91.95282201,59.16014662,5.200026209,41.26824628,59.31011019,80.21301316,15.20380451,42.92291114,14.39816609,40.53149344,52.98731773,88.20193023,74.52094532,15.60993951,38.02018474,0,0.3653404379,0,45.6116978,100,35.44605293,0,77.28655685,56.94318794,32.57843336,0,0,57.69426851,0.5977900449,0.952038976,7.702896094,59.15954309,33.08763789,0,28.56776536,53.70847931,14.98545659,0,27.530799,83.9493492,0,48.60825673
7,67.61219123,67.78019149,32.68172275,93.12759105,80.43064874,80.23709481,55.49016852,44.50983154,59.11535256,75.33274181,65.30434432,0.1115499554,99.91535443,57.41635043,32.59692482,97.7122083,42.58364958,23.24693753,100,6.43E+01,14.52616877,80.59931584,76.01375478,46.55461486,69.47645741,29.9829529,47.55268146,42.58364957,91.06710154,97.2547417,7.813247617,14.80376458,54.95007357,62.1247242,56.93348823,15.14026044,14.72348269,7.09E+01,61.5571962,58.76241277,63.5995312,29.76587966,10.76815569,57.16034266,99.56902663,65.5412634,71.07152453,44.37498155,96.4390933,36.68204765,34.36069958,100,56.94318794,65.23186208,18.59911827,73.65477231,19.5154279,100,100,34.50278795,16.62397167,43.00351472,7.09E+01,15.37586324,100,57.41635041,61.4269874,12.24795366,63.22687376,35.31056985,83.49492926
8,0,0,64.68943014,0,2.19825478,0,11.33665897,0,23.4403453,68.81425856,0,0,43.13631876,0,0,0,14.42334723,0,2.079351373,30.83229497,0,19.45548636,0,42.18133858,0,0,0,0,41.85901392,0,1.55105,0,45.12297186,29.81100392,76.01375476,15.41800235,9.84E-16,7.09E+01,19.45548636,0,0,42.80769435,6.139930312,0,99.56095928,65.87210835,71.75265299,74.19412269,74.00347288,100,97.72151741,0,14.38642778,0,69.06005201,45.70790709,100,65.77525677,0,11.57402956,38.10063584,67.97924785,42.47693834,0,32.65495865,0,57.16034266,17.89444214,43.30952924,18.82899249,0
9,59.5480747,59.12453379,16.50616127,23.53278293,31.21450014,38.50669907,77.52588678,11.33665897,41.77602098,83.58970971,99.88845004,1.880786291,0,85.57665278,16.46113202,95.73375949,85.01454337,47.1235866,61.76945762,68.80681182,19.60059426,100,80.21301318,48.86504391,67.29927029,42.49815481,1.280922092,14.42334722,87.2260974,59.2608346,4.164526733,14.73814906,58.73816502,66.87004033,0,100,85.43789173,85.56900544,42.48684229,52.90576641,64.63630034,29.75808112,14.9024317,61.42698739,99.56079084,34.17155619,86.97422641,0,50.80619967,35.26807886,64.90247778,19.73042777,42.46913668,66.1706229,33.71807379,100,57.1202467,66.67320292,66.70804813,28.20293271,38.10931073,0,85.56900543,69.69870646,92.7459314,14.98545659,100,0.8683416366,61.48470663,18.9394015,32.59692482
10,100,100,100,100,70.53417742,100,33.5153072,77.52588686,58.16849704,88.90736265,100,83.32670191,96.46593781,71.4307351,100,95.68451636,100,76.75306247,0,100,100,42.48684229,78.11338398,100,100,69.1650171,31.75198102,56.5393507,96.93938161,96.76046979,14.81248994,100,100,100,38.18843767,11.41785378,57.00889154,42.47693835,80.59931585,100,100,29.77834599,20.21385523,59.29366502,98.60666493,0,100,15.9426057,99.69875925,18.06425408,0.339695923,98.31622065,71.48387024,33.18499485,34.49871412,76.19040969,38.26354675,34.85682198,64.32389116,26.70633462,0,78.67352699,7.09E+01,97.76991159,66.148974,100,19.192098,13.5938445,63.44776278,67.31827725,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
questionable?,,14,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,?,?,,?,?,?,,,?,?,,?,?,?,,?,,,,,,,,?,,